Model,Race,Accuracy,Precision,Recall,ROC-AUC,Confusion Matrix,State
White Only,American Indian,0.47859090909090907,0.1057430129516019,0.559765448804691,0.17788289256790654,"[[ 9288 10495]
 [  976  1241]]",23.0
All Races,American Indian,0.47859090909090907,0.1057430129516019,0.559765448804691,0.17788289256790654,"[[ 9288 10495]
 [  976  1241]]",23.0
White Only,Asian,0.5306363636363637,0.09013254786450663,0.464339908952959,0.1509620128268377,"[[10756  9267]
 [ 1059   918]]",23.0
All Races,Asian,0.5306363636363637,0.09013254786450663,0.464339908952959,0.1509620128268377,"[[10756  9267]
 [ 1059   918]]",23.0
White Only,Black,0.4456818181818182,0.1387897533507812,0.5670771224886585,0.22300095571838166,"[[ 8055 10859]
 [ 1336  1750]]",23.0
All Races,Black,0.4456818181818182,0.1387897533507812,0.5670771224886585,0.22300095571838166,"[[ 8055 10859]
 [ 1336  1750]]",23.0
White Only,Hawaiian/Other,0.5514545454545454,0.11697921946274709,0.4993509303331891,0.18955321944809464,"[[10978  8711]
 [ 1157  1154]]",23.0
All Races,Hawaiian/Other,0.5514545454545454,0.11697921946274709,0.4993509303331891,0.18955321944809464,"[[10978  8711]
 [ 1157  1154]]",23.0
White Only,White,0.4580909090909091,0.1701530816702733,0.5751828772690328,0.262617516081148,"[[ 7955 10354]
 [ 1568  2123]]",23.0
All Races,White,0.4581363636363636,0.17016672010259698,0.5751828772690328,0.2626337601286572,"[[ 7956 10353]
 [ 1568  2123]]",23.0
White Only,American Indian,0.4895909090909091,0.12512479201331114,0.6783942264321154,0.21128046639039122,"[[ 9267 10516]
 [  713  1504]]",24.0
All Races,American Indian,0.48422727272727273,0.120216306156406,0.6517816869643662,0.20299220341364055,"[[ 9208 10575]
 [  772  1445]]",24.0
White Only,Asian,0.5348636363636363,0.11362785473605391,0.6140617096611026,0.19177000236948105,"[[10553  9470]
 [  763  1214]]",24.0
All Races,Asian,0.5313181818181818,0.1125162730146922,0.6120384420839656,0.19008718875186553,"[[10479  9544]
 [  767  1210]]",24.0
White Only,Black,0.4675,0.17037206814882727,0.7226182760855476,0.27573415765069553,"[[ 8055 10859]
 [  856  2230]]",24.0
All Races,Black,0.4667727272727273,0.16950837219970946,0.7184057031756319,0.2742963192081658,"[[ 8052 10862]
 [  869  2217]]",24.0
White Only,Hawaiian/Other,0.5642272727272727,0.147275547799108,0.6572912159238425,0.24063366336633663,"[[10894  8795]
 [  792  1519]]",24.0
All Races,Hawaiian/Other,0.5613636363636364,0.14453162840259615,0.6456079619212463,0.23618806395440875,"[[10858  8831]
 [  819  1492]]",24.0
White Only,White,0.4793636363636364,0.1984774333877107,0.6922243294500136,0.3085003622313451,"[[ 7991 10318]
 [ 1136  2555]]",24.0
All Races,White,0.4762272727272727,0.19501557632398753,0.6784069357897589,0.30294598027947484,"[[ 7973 10336]
 [ 1187  2504]]",24.0
White Only,American Indian,0.49827272727272726,0.10708240534521159,0.5421741091565179,0.1788424341615831,"[[ 9760 10023]
 [ 1015  1202]]",25.0
All Races,American Indian,0.4960909090909091,0.10669623059866962,0.5426251691474966,0.17832789801363771,"[[ 9711 10072]
 [ 1014  1203]]",25.0
White Only,Asian,0.5541818181818182,0.09217789813561088,0.44764795144157815,0.15287614441181552,"[[11307  8716]
 [ 1092   885]]",25.0
All Races,Asian,0.5517727272727273,0.09175642087821044,0.4481537683358624,0.1523252815266913,"[[11253  8770]
 [ 1091   886]]",25.0
White Only,Black,0.4969090909090909,0.141032559812916,0.508101101749838,0.2207828780625176,"[[9364 9550]
 [1518 1568]]",25.0
All Races,Black,0.49568181818181817,0.14101299865531153,0.5097213220998056,0.22091145284741243,"[[9332 9582]
 [1513 1573]]",25.0
White Only,Hawaiian/Other,0.5702727272727273,0.11912125413245174,0.4833405452185201,0.19113620807665982,"[[11429  8260]
 [ 1194  1117]]",25.0
All Races,Hawaiian/Other,0.569,0.11884766663123206,0.4837732583297274,0.19081754565625533,"[[11400  8289]
 [ 1193  1118]]",25.0
White Only,White,0.4752272727272727,0.1724770642201835,0.5602817664589542,0.2637586888591289,"[[8387 9922]
 [1623 2068]]",25.0
All Races,White,0.47313636363636363,0.17187240405382953,0.5605526957464102,0.2630809333079026,"[[8340 9969]
 [1622 2069]]",25.0
White Only,American Indian,0.4572272727272727,0.12800306044376433,0.7546233649075327,0.21887878589651336,"[[ 8386 11397]
 [  544  1673]]",26.0
All Races,American Indian,0.5118636363636364,0.13493831391363947,0.7104194857916103,0.22679818561451512,"[[ 9686 10097]
 [  642  1575]]",26.0
White Only,Asian,0.5423181818181818,0.12432683379758588,0.6772888214466363,0.2100886483094061,"[[10592  9431]
 [  638  1339]]",26.0
All Races,Asian,0.584,0.1325412270818396,0.6545270612038442,0.220442930153322,"[[11554  8469]
 [  683  1294]]",26.0
White Only,Black,0.4737727272727273,0.17907627182704663,0.7676604018146468,0.2904076003677597,"[[ 8054 10860]
 [  717  2369]]",26.0
All Races,Black,0.5279545454545455,0.1922590437642297,0.7388204795852236,0.30511876881900296,"[[9335 9579]
 [ 806 2280]]",26.0
White Only,Hawaiian/Other,0.5495909090909091,0.15513798111837326,0.7395067070532237,0.2564718241164553,"[[10382  9307]
 [  602  1709]]",26.0
All Races,Hawaiian/Other,0.5971818181818181,0.16790023319476832,0.7165729121592385,0.2720551996057171,"[[11482  8207]
 [  655  1656]]",26.0
White Only,White,0.4581363636363636,0.2013788098693759,0.7518287726903278,0.3176692805220078,"[[ 7304 11005]
 [  916  2775]]",26.0
All Races,White,0.5052727272727273,0.21221093062334961,0.718504470333243,0.32765011119347665,"[[8464 9845]
 [1039 2652]]",26.0
White Only,American Indian,0.5189545454545454,0.10752486395196097,0.516914749661705,0.17801941747572816,"[[10271  9512]
 [ 1071  1146]]",27.0
All Races,American Indian,0.5189545454545454,0.10752486395196097,0.516914749661705,0.17801941747572816,"[[10271  9512]
 [ 1071  1146]]",27.0
White Only,Asian,0.5813636363636364,0.09369733737782272,0.4218512898330804,0.15333701047986764,"[[11956  8067]
 [ 1143   834]]",27.0
All Races,Asian,0.5813181818181818,0.09359550561797753,0.42134547293879615,0.15316723361220924,"[[11956  8067]
 [ 1144   833]]",27.0
White Only,Black,0.5243636363636364,0.13988676298320968,0.4643551523007129,0.21500375093773444,"[[10103  8811]
 [ 1653  1433]]",27.0
All Races,Black,0.5243636363636364,0.13988676298320968,0.4643551523007129,0.21500375093773444,"[[10103  8811]
 [ 1653  1433]]",27.0
White Only,Hawaiian/Other,0.589,0.1207887323943662,0.463868455214193,0.19166815662435188,"[[11886  7803]
 [ 1239  1072]]",27.0
All Races,Hawaiian/Other,0.589,0.1207887323943662,0.463868455214193,0.19166815662435188,"[[11886  7803]
 [ 1239  1072]]",27.0
White Only,White,0.5101818181818182,0.17298993815194313,0.5077214846924952,0.2580556320572845,"[[9350 8959]
 [1817 1874]]",27.0
All Races,White,0.5101818181818182,0.17298993815194313,0.5077214846924952,0.2580556320572845,"[[9350 8959]
 [1817 1874]]",27.0
White Only,American Indian,0.5276363636363637,0.10655501010684378,0.4993234100135318,0.17563065207044265,"[[10501  9282]
 [ 1110  1107]]",28.0
All Races,American Indian,0.5269545454545455,0.10662824207492795,0.5006765899864682,0.1758137324780233,"[[10483  9300]
 [ 1107  1110]]",28.0
White Only,Asian,0.5923636363636363,0.09302596344161136,0.404147698533131,0.1512398258565209,"[[12233  7790]
 [ 1178   799]]",28.0
All Races,Asian,0.5914545454545455,0.0929044245732203,0.4046535154274153,0.1511144692104269,"[[12212  7811]
 [ 1177   800]]",28.0
White Only,Black,0.5302727272727272,0.14069006543723975,0.45981853532080363,0.21545703006377165,"[[10247  8667]
 [ 1667  1419]]",28.0
All Races,Black,0.5294090909090909,0.14042553191489363,0.45981853532080363,0.21514669092563113,"[[10228  8686]
 [ 1667  1419]]",28.0
White Only,Hawaiian/Other,0.5948636363636364,0.12057471264367817,0.4539160536564258,0.19053673599128146,"[[12038  7651]
 [ 1262  1049]]",28.0
All Races,Hawaiian/Other,0.5942727272727273,0.12074303405572756,0.45564690610125486,0.19089920232052213,"[[12021  7668]
 [ 1258  1053]]",28.0
White Only,White,0.5237272727272727,0.17417186749879981,0.49146572744513684,0.2571955196370339,"[[9708 8601]
 [1877 1814]]",28.0
All Races,White,0.5213636363636364,0.1735560859188544,0.4925494445949607,0.25667090216010163,"[[9652 8657]
 [1873 1818]]",28.0
White Only,American Indian,0.3665,0.1069224577408103,0.7189896256202075,0.1861605839416058,"[[ 6469 13314]
 [  623  1594]]",29.0
All Races,American Indian,0.38981818181818184,0.11154246100519931,0.7257555254848895,0.19336618194928495,"[[ 6967 12816]
 [  608  1609]]",29.0
White Only,Asian,0.34604545454545454,0.09796553064662433,0.7647951441578149,0.17368330365860662,"[[ 6101 13922]
 [  465  1512]]",29.0
All Races,Asian,0.38195454545454544,0.10330465656151851,0.7653009610520991,0.1820369367743488,"[[ 6890 13133]
 [  464  1513]]",29.0
White Only,Black,0.3776818181818182,0.15440265919311738,0.7676604018146468,0.25709479624504855,"[[ 5940 12974]
 [  717  2369]]",29.0
All Races,Black,0.4139090909090909,0.1628162816281628,0.7673363577446533,0.26863301191151445,"[[ 6738 12176]
 [  718  2368]]",29.0
White Only,Hawaiian/Other,0.3911818181818182,0.1207828645726408,0.7637386412808308,0.2085795320255259,"[[ 6841 12848]
 [  546  1765]]",29.0
All Races,Hawaiian/Other,0.41695454545454547,0.12619081473055596,0.7680657723929035,0.21676741771997315,"[[ 7398 12291]
 [  536  1775]]",29.0
White Only,White,0.40513636363636363,0.18213802435723953,0.729341641831482,0.2914839478100807,"[[ 6221 12088]
 [  999  2692]]",29.0
All Races,White,0.42818181818181816,0.1899979075120318,0.7380113790300732,0.3021965830929665,"[[ 6696 11613]
 [  967  2724]]",29.0
White Only,American Indian,0.5466363636363636,0.10628362602781444,0.4722598105548038,0.1735167384819357,"[[10979  8804]
 [ 1170  1047]]",30.0
All Races,American Indian,0.5469545454545455,0.10595891803945495,0.4700045105999098,0.17293170691228946,"[[10991  8792]
 [ 1175  1042]]",30.0
White Only,Asian,0.5998636363636364,0.09223416965352449,0.39049064238745573,0.1492219967140234,"[[12425  7598]
 [ 1205   772]]",30.0
All Races,Asian,0.6005,0.09219348659003831,0.3894790085988872,0.1490947816826411,"[[12441  7582]
 [ 1207   770]]",30.0
White Only,Black,0.5578636363636363,0.14005420054200543,0.4186649384316267,0.20989359109739258,"[[10981  7933]
 [ 1794  1292]]",30.0
All Races,Black,0.5548181818181818,0.13904433921653034,0.4186649384316267,0.20875747293585395,"[[10914  8000]
 [ 1794  1292]]",30.0
White Only,Hawaiian/Other,0.6063181818181819,0.1204876882620129,0.43617481609692776,0.1888170834504074,"[[12331  7358]
 [ 1303  1008]]",30.0
All Races,Hawaiian/Other,0.606909090909091,0.1206752065126302,0.43617481609692776,0.18904726181545387,"[[12344  7345]
 [ 1303  1008]]",30.0
White Only,White,0.5407727272727273,0.17225516254344714,0.4565158493633162,0.2501298894084465,"[[10212  8097]
 [ 2006  1685]]",30.0
All Races,White,0.5421818181818182,0.17266851338873498,0.4559739907884042,0.2504837029319839,"[[10245  8064]
 [ 2008  1683]]",30.0
White Only,American Indian,0.5501363636363636,0.12286387743076016,0.564276048714479,0.201790466973143,"[[10852  8931]
 [  966  1251]]",31.0
All Races,American Indian,0.548409090909091,0.11957807570977919,0.5471357690572847,0.19626243831405227,"[[10852  8931]
 [ 1004  1213]]",31.0
White Only,Asian,0.6080454545454546,0.11690108369840904,0.5128983308042488,0.19040465683973337,"[[12363  7660]
 [  963  1014]]",31.0
All Races,Asian,0.6045909090909091,0.10900418799441601,0.47395042994436015,0.17724392320060534,"[[12364  7659]
 [ 1040   937]]",31.0
White Only,Black,0.5609545454545455,0.160730876432332,0.5045366169799093,0.24379550614577625,"[[10784  8130]
 [ 1529  1557]]",31.0
All Races,Black,0.5590909090909091,0.1572346600331675,0.4915748541801685,0.23825977697502748,"[[10783  8131]
 [ 1569  1517]]",31.0
White Only,Hawaiian/Other,0.6153636363636363,0.14799130136202357,0.5594980527909996,0.2340695148443157,"[[12245  7444]
 [ 1018  1293]]",31.0
All Races,Hawaiian/Other,0.6117272727272727,0.14011782372646414,0.524881003894418,0.2211889132020423,"[[12245  7444]
 [ 1098  1213]]",31.0
White Only,White,0.5475,0.1934820904286553,0.5356272013004606,0.2842763678193975,"[[10068  8241]
 [ 1714  1977]]",31.0
All Races,White,0.544,0.18735824869342274,0.5147656461663506,0.2747252747252747,"[[10068  8241]
 [ 1791  1900]]",31.0
White Only,American Indian,0.5441363636363636,0.10743718592964824,0.4821831303563374,0.17572121311744882,"[[10902  8881]
 [ 1148  1069]]",32.0
All Races,American Indian,0.5467727272727273,0.11260991207034372,0.5083446098331078,0.18437627811860938,"[[10902  8881]
 [ 1090  1127]]",32.0
White Only,Asian,0.5994545454545455,0.09407293027675497,0.4006069802731411,0.15236629472874186,"[[12396  7627]
 [ 1185   792]]",32.0
All Races,Asian,0.6016363636363636,0.09920869257115862,0.424886191198786,0.16085790884718498,"[[12396  7627]
 [ 1137   840]]",32.0
White Only,Black,0.5542272727272727,0.14442916093535077,0.4423201555411536,0.2177554438860972,"[[10828  8086]
 [ 1721  1365]]",32.0
All Races,Black,0.5607727272727273,0.15726941115164147,0.48898250162022033,0.2379938490655311,"[[10828  8086]
 [ 1577  1509]]",32.0
White Only,Hawaiian/Other,0.6055,0.12274881516587678,0.4482907832107313,0.19272625802250953,"[[12285  7404]
 [ 1275  1036]]",32.0
All Races,Hawaiian/Other,0.609909090909091,0.13271641091718403,0.4902639549978364,0.2088864306784661,"[[12285  7404]
 [ 1178  1133]]",32.0
White Only,White,0.539409090909091,0.17365754812563322,0.4643727986995394,0.25278371801489563,"[[10153  8156]
 [ 1977  1714]]",32.0
All Races,White,0.5433636363636364,0.1808777744300492,0.48794364670820917,0.26392145369284875,"[[10153  8156]
 [ 1890  1801]]",32.0
White Only,American Indian,0.829590909090909,0.17180805484147388,0.18087505638249887,0.17622500549329817,"[[17850  1933]
 [ 1816   401]]",33.0
All Races,American Indian,0.8292727272727273,0.17073170731707318,0.17997293640054127,0.17523056653491437,"[[17845  1938]
 [ 1818   399]]",33.0
White Only,Asian,0.7733636363636364,0.1326007326007326,0.2746585735963581,0.17885375494071146,"[[16471  3552]
 [ 1434   543]]",33.0
All Races,Asian,0.7726818181818181,0.1324744773942635,0.27567020738492665,0.17895255294697093,"[[16454  3569]
 [ 1432   545]]",33.0
White Only,Black,0.7943636363636364,0.2394927536231884,0.21419313026571613,0.22613752993499828,"[[16815  2099]
 [ 2425   661]]",33.0
All Races,Black,0.7933636363636364,0.23722102231821454,0.2135450421257291,0.22476125511596182,"[[16795  2119]
 [ 2427   659]]",33.0
White Only,Hawaiian/Other,0.8060454545454545,0.18471953578336556,0.24794461272176546,0.21171254387585442,"[[17160  2529]
 [ 1738   573]]",33.0
All Races,Hawaiian/Other,0.8025909090909091,0.17989918084436043,0.24707918649935093,0.20820419325433,"[[17086  2603]
 [ 1740   571]]",33.0
White Only,White,0.7551818181818182,0.22204001311905544,0.18341912760769438,0.20089020771513355,"[[15937  2372]
 [ 3014   677]]",33.0
All Races,White,0.7546363636363637,0.22007215480485406,0.18179355188295854,0.19910979228486647,"[[15931  2378]
 [ 3020   671]]",33.0
White Only,American Indian,0.27045454545454545,0.11297633036763471,0.9106901217861976,0.20101553166069294,"[[ 3931 15852]
 [  198  2019]]",34.0
All Races,American Indian,0.3155909090909091,0.11812990720913633,0.8958051420838972,0.20873403752167743,"[[ 4957 14826]
 [  231  1986]]",34.0
White Only,Asian,0.36963636363636365,0.11143062544931703,0.8624178047546788,0.19736080564880193,"[[ 6427 13596]
 [  272  1705]]",34.0
All Races,Asian,0.36568181818181816,0.11075003249707527,0.8619119878603946,0.19627944479640616,"[[ 6341 13682]
 [  273  1704]]",34.0
White Only,Black,0.2776363636363636,0.1557897000322546,0.9390797148412184,0.267244559203246,"[[ 3210 15704]
 [  188  2898]]",34.0
All Races,Black,0.2795,0.1561708775521198,0.939403758911212,0.2678183749826782,"[[ 3250 15664]
 [  187  2899]]",34.0
White Only,Hawaiian/Other,0.36722727272727274,0.12983037877821707,0.8810038944180009,0.22631023175679432,"[[ 6043 13646]
 [  275  2036]]",34.0
All Races,Hawaiian/Other,0.379,0.13177188087977681,0.8788403288619645,0.22918077183480026,"[[ 6307 13382]
 [  280  2031]]",34.0
White Only,White,0.3230454545454545,0.18959210818000444,0.9268490923868871,0.31479181044398435,"[[ 3686 14623]
 [  270  3421]]",34.0
All Races,White,0.33340909090909093,0.19136010799865003,0.9217014359252235,0.31692207368764264,"[[ 3933 14376]
 [  289  3402]]",34.0
White Only,American Indian,0.5779090909090909,0.1143480632842335,0.4727108705457826,0.18415041293270076,"[[11666  8117]
 [ 1169  1048]]",35.0
All Races,American Indian,0.576,0.11018528670101962,0.45331529093369416,0.1772799435526548,"[[11667  8116]
 [ 1212  1005]]",35.0
White Only,Asian,0.6663181818181818,0.10313702278780704,0.35255437531613554,0.1595878649112765,"[[13962  6061]
 [ 1280   697]]",35.0
All Races,Asian,0.6642272727272728,0.09699046483909415,0.3292867981790592,0.14984463114282426,"[[13962  6061]
 [ 1326   651]]",35.0
White Only,Black,0.5804545454545454,0.14810996563573883,0.4189889825016202,0.218855788761002,"[[11477  7437]
 [ 1793  1293]]",35.0
All Races,Black,0.5768636363636364,0.13983099895821274,0.3914452365521711,0.2060554371002132,"[[11483  7431]
 [ 1878  1208]]",35.0
White Only,Hawaiian/Other,0.6514545454545455,0.12194777699364856,0.3738641280830809,0.1839080459770115,"[[13468  6221]
 [ 1447   864]]",35.0
All Races,Hawaiian/Other,0.6490454545454546,0.11532992036405006,0.3509303331890956,0.17360590816654178,"[[13468  6221]
 [ 1500   811]]",35.0
White Only,White,0.5770454545454545,0.18587735004476275,0.4500135464643728,0.2630870357171141,"[[11034  7275]
 [ 2030  1661]]",35.0
All Races,White,0.573,0.17739563299015726,0.4248171227309672,0.2502793296089385,"[[11038  7271]
 [ 2123  1568]]",35.0
White Only,American Indian,0.6035454545454545,0.12202208018593841,0.4736129905277402,0.19404915912031048,"[[12228  7555]
 [ 1167  1050]]",36.0
All Races,American Indian,0.6027727272727272,0.12028411737307872,0.4659449706811006,0.19120777417862103,"[[12228  7555]
 [ 1184  1033]]",36.0
White Only,Asian,0.6737272727272727,0.11953182150694952,0.4132524026302479,0.18542896050839763,"[[14005  6018]
 [ 1160   817]]",36.0
All Races,Asian,0.6685454545454546,0.10459753012944502,0.35558927668184115,0.16164635548401932,"[[14005  6018]
 [ 1274   703]]",36.0
White Only,Black,0.5853181818181818,0.15655933553305268,0.4458846403110823,0.23174736842105262,"[[11501  7413]
 [ 1710  1376]]",36.0
All Races,Black,0.5811818181818181,0.14773511151988963,0.4163966299416721,0.21809232858112695,"[[11501  7413]
 [ 1801  1285]]",36.0
White Only,Hawaiian/Other,0.6613181818181818,0.13669776646875884,0.4184335785374297,0.20607352157698453,"[[13582  6107]
 [ 1344   967]]",36.0
All Races,Hawaiian/Other,0.6571818181818182,0.12544751539452959,0.37905668541756815,0.18850871530019372,"[[13582  6107]
 [ 1435   876]]",36.0
White Only,White,0.5882727272727273,0.20113598396257934,0.489298293145489,0.2850828729281768,"[[11136  7173]
 [ 1885  1806]]",36.0
All Races,White,0.5859545454545455,0.19657258064516128,0.47548089948523437,0.27815199302638877,"[[11136  7173]
 [ 1936  1755]]",36.0
White Only,American Indian,0.6218636363636364,0.11438321536905965,0.40820929183581417,0.1786948366077599,"[[12776  7007]
 [ 1312   905]]",37.0
All Races,American Indian,0.6222272727272727,0.11527777777777778,0.4118177717636446,0.18013218901055542,"[[12776  7007]
 [ 1304   913]]",37.0
White Only,Asian,0.7161363636363637,0.10186567164179104,0.27617602427921095,0.14883467357230476,"[[15209  4814]
 [ 1431   546]]",37.0
All Races,Asian,0.7166363636363636,0.10370508285235525,0.28174001011633787,0.15160587915078932,"[[15209  4814]
 [ 1420   557]]",37.0
White Only,Black,0.6125,0.14353126228863547,0.35482825664290346,0.2043863742417172,"[[12380  6534]
 [ 1991  1095]]",37.0
All Races,Black,0.6137272727272727,0.14655172413793102,0.36357744653272844,0.20889964624837087,"[[12380  6534]
 [ 1964  1122]]",37.0
White Only,Hawaiian/Other,0.6894545454545454,0.1245640259093174,0.3245348334054522,0.1800288046087374,"[[14418  5271]
 [ 1561   750]]",37.0
All Races,Hawaiian/Other,0.6899090909090909,0.12601558613828553,0.32886196451752486,0.18221050107887798,"[[14418  5271]
 [ 1551   760]]",37.0
White Only,White,0.6019545454545454,0.18186385330319016,0.3923056082362503,0.24851969449927055,"[[11795  6514]
 [ 2243  1448]]",37.0
All Races,White,0.6035454545454545,0.18544454170313868,0.4017881332972094,0.25376454483230665,"[[11795  6514]
 [ 2208  1483]]",37.0
White Only,American Indian,0.6944090909090909,0.11722731906218145,0.3112313937753721,0.17030729359496485,"[[14587  5196]
 [ 1527   690]]",38.0
All Races,American Indian,0.7402272727272727,0.1286624203821656,0.2733423545331529,0.17496751840623648,"[[15679  4104]
 [ 1611   606]]",38.0
White Only,Asian,0.7518181818181818,0.10519156653819996,0.23469903894790087,0.14527238572323106,"[[16076  3947]
 [ 1513   464]]",38.0
All Races,Asian,0.7725909090909091,0.1138335885655947,0.225594334850784,0.15131467345207802,"[[16551  3472]
 [ 1531   446]]",38.0
White Only,Black,0.6959545454545455,0.16295603367633302,0.28224238496435516,0.2066184319772269,"[[14440  4474]
 [ 2215   871]]",38.0
All Races,Black,0.7450909090909091,0.19541062801932368,0.262151652624757,0.22391364517021867,"[[15583  3331]
 [ 2277   809]]",38.0
White Only,Hawaiian/Other,0.74,0.13540106951871658,0.27390739939420167,0.18121958202118524,"[[15647  4042]
 [ 1678   633]]",38.0
All Races,Hawaiian/Other,0.7662272727272728,0.14933135215453194,0.26092600605798355,0.18995117341313592,"[[16254  3435]
 [ 1708   603]]",38.0
White Only,White,0.6680454545454545,0.19400203320908166,0.3102140341370902,0.23871573021995202,"[[13552  4757]
 [ 2546  1145]]",38.0
